#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
True;False;False;True;unity;DeviceLocationProvider;20180524-164014.272;20180524-164015.000;33.109955;-117.268108;3.0;45.4;5.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164014.774;20180524-164016.000;33.109932;-117.267955;3.0;41.2;324.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164015.274;20180524-164016.000;33.109957;-117.268072;3.0;41.2;358.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164015.775;20180524-164017.000;33.109934;-117.268061;3.0;42.8;356.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164016.260;20180524-164017.000;33.109934;-117.268061;3.0;42.8;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164016.777;20180524-164018.000;33.110044;-117.267964;3.0;43.5;343.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164017.277;20180524-164018.000;33.109956;-117.268156;3.0;43.5;17.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164017.777;20180524-164019.000;33.110096;-117.267979;3.0;42.2;320.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164018.278;20180524-164019.000;33.109944;-117.268;3.0;42.2;5.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164018.763;20180524-164020.000;33.109944;-117.268;3.0;48.9;338.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164019.264;20180524-164020.000;33.109842;-117.268066;3.0;48.9;37.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164019.765;20180524-164021.000;33.109842;-117.268066;3.0;48.5;12.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164020.271;20180524-164021.000;33.109955;-117.267985;3.0;48.5;36.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164020.781;20180524-164022.000;33.109932;-117.268061;3.0;48.5;349.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164021.282;20180524-164022.000;33.109906;-117.268108;3.0;48.5;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164021.783;20180524-164023.000;33.109936;-117.26804;3.0;47.8;17.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164022.287;20180524-164023.000;33.109981;-117.268298;3.0;47.8;39.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164022.788;20180524-164024.000;33.110167;-117.2679;3.0;41.7;11.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164023.291;20180524-164024.000;33.110033;-117.268034;3.0;41.7;15.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164023.793;20180524-164025.000;33.110056;-117.268049;3.0;35.1;1.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164024.288;20180524-164025.000;33.109853;-117.267973;3.0;35.1;1.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164024.791;20180524-164026.000;33.109967;-117.268065;3.0;24.5;355.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164025.289;20180524-164026.000;33.109967;-117.268065;3.0;24.5;347.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164025.792;20180524-164027.000;33.109941;-117.268012;3.0;19.0;24.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164026.291;20180524-164027.000;33.109928;-117.267885;3.0;19.0;6.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164026.795;20180524-164028.000;33.109843;-117.26799;3.0;19.7;13.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164027.278;20180524-164028.000;33.109805;-117.267944;3.0;19.7;30.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164027.779;20180524-164029.000;33.109805;-117.267944;3.0;16.7;345.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164028.278;20180524-164029.000;33.109956;-117.268144;3.0;16.7;26.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164028.780;20180524-164030.000;33.109956;-117.268144;3.0;16.7;11.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164029.281;20180524-164030.000;33.109885;-117.268081;3.0;16.7;354.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164029.780;20180524-164031.000;33.109885;-117.268081;3.0;12.1;355.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164030.278;20180524-164031.000;33.109952;-117.268261;3.0;12.1;4.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164030.788;20180524-164032.000;33.110102;-117.267941;3.0;3.0;7.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164031.285;20180524-164032.000;33.109936;-117.267981;3.0;3.0;327.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164031.785;20180524-164033.000;33.110016;-117.267985;3.0;2.3;22.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164032.285;20180524-164033.000;33.109971;-117.268067;3.0;2.3;340.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164032.786;20180524-164034.000;33.109947;-117.268056;3.0;4.0;28.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164033.287;20180524-164034.000;33.10994;-117.268111;3.0;4.0;325.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164033.791;20180524-164035.000;33.10994;-117.268111;3.0;14.0;19.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164034.291;20180524-164035.000;33.109959;-117.268049;3.0;14.0;329.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164034.791;20180524-164036.000;33.109959;-117.268049;3.0;29.4;13.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164035.290;20180524-164036.000;33.110028;-117.267944;3.0;29.4;344.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164035.794;20180524-164037.000;33.110149;-117.268056;3.0;32.4;27.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164036.291;20180524-164037.000;33.10993;-117.268124;3.0;32.4;330.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164036.795;20180524-164038.000;33.109933;-117.26804;4.0;42.8;26.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164037.311;20180524-164038.000;33.109933;-117.26804;4.0;42.8;331.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164037.809;20180524-164039.000;33.110002;-117.26799;4.0;42.1;20.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164038.313;20180524-164039.000;33.109948;-117.268005;4.0;42.1;336.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164038.801;20180524-164040.000;33.109948;-117.268005;5.0;36.2;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164039.314;20180524-164040.000;33.109957;-117.267949;5.0;36.2;353.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164039.814;20180524-164041.000;33.109957;-117.267949;5.0;36.6;24.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164040.317;20180524-164041.000;33.109928;-117.268178;5.0;36.6;8.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164040.798;20180524-164042.000;33.110069;-117.268038;5.0;34.5;9.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164041.319;20180524-164042.000;33.109991;-117.268022;5.0;34.5;10.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164041.802;20180524-164043.000;33.109991;-117.268022;6.0;34.7;6.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164042.319;20180524-164043.000;33.110027;-117.268141;6.0;34.7;350.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164042.819;20180524-164044.000;33.110211;-117.268122;5.0;39.6;352.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164043.323;20180524-164044.000;33.110039;-117.268055;5.0;39.6;7.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164043.806;20180524-164045.000;33.109989;-117.268025;5.0;43.9;359.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164044.308;20180524-164045.000;33.109976;-117.268069;5.0;43.9;2.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164044.808;20180524-164046.000;33.109976;-117.268069;5.0;41.2;24.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164045.324;20180524-164046.000;33.109967;-117.267987;5.0;41.2;6.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164045.822;20180524-164047.000;33.109967;-117.267987;5.0;46.1;7.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164046.327;20180524-164047.000;33.10989;-117.268055;5.0;46.1;356.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164046.810;20180524-164048.000;33.109994;-117.268065;5.0;44.7;12.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164047.313;20180524-164048.000;33.109968;-117.268016;5.0;44.7;10.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164047.811;20180524-164049.000;33.109937;-117.268002;5.0;42.2;21.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164048.317;20180524-164049.000;33.109953;-117.268012;5.0;42.2;21.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164048.812;20180524-164050.000;33.109953;-117.268012;4.0;45.1;1.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164049.316;20180524-164050.000;33.109953;-117.268115;4.0;45.1;9.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164049.814;20180524-164051.000;33.110181;-117.268203;4.0;40.6;347.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164050.317;20180524-164051.000;33.110181;-117.268203;4.0;40.6;9.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164050.820;20180524-164052.000;33.109962;-117.268086;4.0;37.2;351.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164051.317;20180524-164052.000;33.109959;-117.267922;4.0;37.2;26.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164051.818;20180524-164053.000;33.109959;-117.267922;3.0;34.8;344.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164052.320;20180524-164053.000;33.109978;-117.26808;3.0;34.8;4.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164052.839;20180524-164054.000;33.109969;-117.267984;3.0;35.4;351.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164053.338;20180524-164054.000;33.109969;-117.267984;3.0;35.4;3.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164053.836;20180524-164055.000;33.10993;-117.267964;3.0;35.7;350.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164054.339;20180524-164055.000;33.10993;-117.267964;3.0;35.7;10.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164054.840;20180524-164056.000;33.109836;-117.268095;4.0;36.9;348.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164055.341;20180524-164056.000;33.109836;-117.268095;4.0;36.9;13.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164055.841;20180524-164057.000;33.110061;-117.267395;4.0;36.9;9.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164056.344;20180524-164057.000;33.109972;-117.267696;4.0;36.9;28.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164056.840;20180524-164058.000;33.109949;-117.267813;3.0;36.8;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164057.339;20180524-164058.000;33.110076;-117.267918;3.0;36.8;35.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164057.841;20180524-164059.000;33.11016;-117.267819;3.0;36.8;54.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164058.342;20180524-164059.000;33.109887;-117.267934;3.0;36.8;53.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164058.843;20180524-164100.000;33.109933;-117.268054;3.0;48.4;78.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164059.343;20180524-164100.000;33.109937;-117.267903;3.0;48.4;84.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164059.844;20180524-164101.000;33.110111;-117.267932;3.0;68.0;59.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164100.346;20180524-164101.000;33.109836;-117.267864;3.0;68.0;60.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164100.845;20180524-164102.000;33.109827;-117.267853;3.0;88.3;65.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164101.346;20180524-164102.000;33.109968;-117.267892;3.0;88.3;74.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164101.848;20180524-164103.000;33.1099;-117.267731;3.0;107.1;84.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
