#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
True;False;True;True;unity;DeviceLocationProvider;20180524-163749.947;20180524-163751.000;32.882326;-117.234877;8.0;230.3;245.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163750.461;20180524-163751.000;32.882355;-117.234895;8.0;230.3;155.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163750.963;20180524-163752.000;32.882344;-117.234877;8.0;230.3;44.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163751.468;20180524-163752.000;32.882344;-117.234877;8.0;230.3;196.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163751.971;20180524-163753.000;32.882328;-117.234902;8.0;223.0;332.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163752.470;20180524-163753.000;32.882344;-117.2349;8.0;223.0;193.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163752.987;20180524-163754.000;32.882339;-117.234899;9.0;199.1;47.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163753.489;20180524-163754.000;32.882311;-117.234928;9.0;199.1;167.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163753.987;20180524-163755.000;32.882328;-117.234907;9.0;170.2;327.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163754.490;20180524-163755.000;32.882347;-117.234904;9.0;170.2;202.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163754.990;20180524-163756.000;32.882312;-117.234913;9.0;156.1;209.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163755.492;20180524-163756.000;32.882312;-117.234913;9.0;156.1;173.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163755.973;20180524-163757.000;32.882338;-117.234901;8.0;165.2;167.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163756.484;20180524-163757.000;32.882341;-117.234907;8.0;165.2;171.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163756.994;20180524-163758.000;32.882329;-117.234912;8.0;188.6;158.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163757.494;20180524-163758.000;32.882312;-117.234916;8.0;188.6;169.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163757.994;20180524-163759.000;32.882295;-117.234923;7.0;208.8;169.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163758.496;20180524-163759.000;32.882295;-117.234923;7.0;208.8;174.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163758.995;20180524-163800.000;32.882324;-117.234894;7.0;209.7;248.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163759.496;20180524-163800.000;32.882317;-117.234911;7.0;209.7;166.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163759.996;20180524-163801.000;32.882317;-117.234911;7.0;199.7;180.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163800.496;20180524-163801.000;32.882312;-117.234924;7.0;199.7;167.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163801.001;20180524-163802.000;32.882301;-117.23486;7.0;189.6;179.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163801.483;20180524-163802.000;32.882307;-117.234836;7.0;189.6;175.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163802.004;20180524-163803.000;32.882323;-117.234884;6.0;185.1;173.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163802.503;20180524-163803.000;32.882298;-117.234873;6.0;185.1;181.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163803.002;20180524-163804.000;32.882298;-117.234873;6.0;193.8;178.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163803.505;20180524-163804.000;32.882313;-117.234881;6.0;193.8;191.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163804.003;20180524-163805.000;32.882313;-117.234939;6.0;205.0;188.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163804.505;20180524-163805.000;32.882303;-117.234873;6.0;205.0;175.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163805.003;20180524-163806.000;32.88232;-117.234897;6.0;215.4;184.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163805.507;20180524-163806.000;32.882338;-117.234857;6.0;215.4;178.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163806.006;20180524-163807.000;32.882324;-117.234885;5.0;215.6;201.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163806.508;20180524-163807.000;32.882289;-117.234868;5.0;215.6;172.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163807.007;20180524-163808.000;32.882289;-117.234868;5.0;213.4;203.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163807.508;20180524-163808.000;32.882297;-117.234871;5.0;213.4;181.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163808.010;20180524-163809.000;32.882335;-117.234888;4.0;210.2;197.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163808.511;20180524-163809.000;32.882335;-117.234888;4.0;210.2;185.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163809.013;20180524-163810.000;32.882347;-117.234882;5.0;203.7;206.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163809.541;20180524-163810.000;32.882316;-117.23492;5.0;203.7;193.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163809.995;20180524-163811.000;32.882316;-117.23492;4.0;205.2;205.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163810.496;20180524-163811.000;32.8823;-117.234858;4.0;205.2;194.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163810.999;20180524-163812.000;32.882323;-117.234886;4.0;203.4;219.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163811.501;20180524-163812.000;32.882316;-117.234921;4.0;203.4;207.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163812.020;20180524-163813.000;32.882329;-117.23489;4.0;199.9;229.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163812.504;20180524-163813.000;32.882309;-117.234922;4.0;199.9;196.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163813.018;20180524-163814.000;32.882306;-117.234916;4.0;198.9;210.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163813.517;20180524-163814.000;32.882309;-117.234925;4.0;198.9;220.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163814.017;20180524-163815.000;32.882309;-117.234925;5.0;196.2;215.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163814.521;20180524-163815.000;32.882324;-117.234907;5.0;196.2;216.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163815.018;20180524-163816.000;32.882312;-117.234906;5.0;200.7;216.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163815.522;20180524-163816.000;32.882326;-117.234886;5.0;200.7;194.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163816.022;20180524-163817.000;32.882315;-117.234847;5.0;202.4;208.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163816.522;20180524-163817.000;32.882326;-117.234867;5.0;202.4;196.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163817.026;20180524-163818.000;32.882326;-117.234867;5.0;201.6;207.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163817.525;20180524-163818.000;32.882325;-117.234874;5.0;201.6;175.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163818.028;20180524-163819.000;32.882325;-117.234874;5.0;201.2;212.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163818.510;20180524-163819.000;32.882311;-117.234918;5.0;201.2;182.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163819.007;20180524-163820.000;32.882301;-117.234924;4.0;196.3;184.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163819.512;20180524-163820.000;32.882301;-117.234924;4.0;196.3;181.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163820.013;20180524-163821.000;32.882316;-117.234863;4.0;193.6;195.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163820.516;20180524-163821.000;32.882313;-117.234893;4.0;193.6;196.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163821.015;20180524-163822.000;32.882346;-117.234814;4.0;190.6;209.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163821.515;20180524-163822.000;32.882346;-117.234814;4.0;190.6;177.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163822.034;20180524-163823.000;32.882308;-117.234828;4.0;188.2;197.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163822.531;20180524-163823.000;32.882347;-117.23486;4.0;188.2;150.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163823.035;20180524-163824.000;32.88232;-117.234875;4.0;187.5;160.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163823.534;20180524-163824.000;32.882321;-117.234893;4.0;187.5;126.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163824.034;20180524-163825.000;32.882328;-117.234889;4.0;186.5;124.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163824.535;20180524-163825.000;32.882328;-117.234889;4.0;186.5;127.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163825.038;20180524-163826.000;32.882302;-117.234846;4.0;185.5;114.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163825.538;20180524-163826.000;32.882319;-117.234874;4.0;185.5;109.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163826.041;20180524-163827.000;32.882323;-117.234867;4.0;170.5;120.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163826.541;20180524-163827.000;32.882317;-117.234873;4.0;170.5;86.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163827.041;20180524-163828.000;32.882313;-117.234892;3.0;147.1;77.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163827.540;20180524-163828.000;32.882325;-117.23489;3.0;147.1;66.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163828.044;20180524-163829.000;32.882312;-117.2349;3.0;119.6;70.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163828.544;20180524-163829.000;32.882323;-117.234894;3.0;119.6;41.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163829.046;20180524-163830.000;32.882323;-117.234894;3.0;95.3;30.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163829.560;20180524-163830.000;32.882318;-117.234933;3.0;95.3;65.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163830.044;20180524-163831.000;32.882319;-117.234907;3.0;79.8;69.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163830.548;20180524-163831.000;32.882324;-117.234886;3.0;79.8;60.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163831.048;20180524-163832.000;32.882324;-117.234886;3.0;77.7;68.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163831.548;20180524-163832.000;32.882344;-117.234913;3.0;77.7;53.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163832.051;20180524-163833.000;32.882344;-117.234913;3.0;77.7;60.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163832.549;20180524-163833.000;32.882296;-117.234905;3.0;77.7;62.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163833.052;20180524-163834.000;32.882326;-117.234925;3.0;81.7;65.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163833.553;20180524-163834.000;32.882326;-117.234925;3.0;81.7;87.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163834.057;20180524-163835.000;32.882333;-117.234911;3.0;92.5;54.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163834.554;20180524-163835.000;32.882309;-117.234915;3.0;92.5;57.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163835.054;20180524-163836.000;32.882302;-117.234906;3.0;92.5;55.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163835.559;20180524-163836.000;32.882395;-117.234805;3.0;92.5;25.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163836.054;20180524-163837.000;32.882528;-117.234713;3.0;92.5;60.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163836.560;20180524-163837.000;32.883365;-117.235041;3.0;92.5;58.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163837.056;20180524-163838.000;32.883815;-117.235058;3.0;92.5;53.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163837.558;20180524-163838.000;32.883772;-117.234966;3.0;92.5;17.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163838.061;20180524-163839.000;32.883292;-117.235182;3.0;91.2;33.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163838.544;20180524-163839.000;32.882215;-117.233461;3.0;91.2;66.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163839.059;20180524-163840.000;32.880181;-117.232377;3.0;91.2;63.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163839.587;20180524-163840.000;32.881845;-117.227956;3.0;91.2;88.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163840.066;20180524-163841.000;32.881525;-117.221713;3.0;93.1;88.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163840.566;20180524-163841.000;32.881713;-117.220439;3.0;93.1;18.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163841.068;20180524-163842.000;32.882954;-117.221001;3.0;93.1;84.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163841.567;20180524-163842.000;32.884055;-117.221819;3.0;93.1;346.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163842.069;20180524-163843.000;32.884964;-117.222411;3.0;91.9;72.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163842.570;20180524-163843.000;32.885567;-117.222857;3.0;91.9;26.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163843.070;20180524-163844.000;32.886318;-117.223775;3.0;91.9;77.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163843.554;20180524-163844.000;32.886723;-117.224798;3.0;91.9;22.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163844.054;20180524-163845.000;32.886889;-117.225771;3.0;90.0;78.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163844.554;20180524-163845.000;32.887273;-117.2269;3.0;90.0;57.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163845.052;20180524-163846.000;32.902041;-117.223784;3.0;91.8;80.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163845.556;20180524-163846.000;32.916705;-117.232557;3.0;91.8;20.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163846.057;20180524-163847.000;32.927838;-117.239975;3.0;91.8;94.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163846.556;20180524-163847.000;32.931887;-117.240915;3.0;91.8;53.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163847.059;20180524-163848.000;32.937046;-117.241358;3.0;91.8;73.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163847.560;20180524-163848.000;32.941774;-117.241978;3.0;91.8;26.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163848.059;20180524-163849.000;32.945857;-117.242719;3.0;91.8;81.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163848.559;20180524-163849.000;32.948112;-117.24317;3.0;91.8;33.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163849.061;20180524-163850.000;32.950499;-117.243596;3.0;90.0;67.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163849.565;20180524-163850.000;32.952124;-117.243908;3.0;90.0;348.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163850.078;20180524-163851.000;32.956742;-117.244766;3.0;91.9;68.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163850.578;20180524-163851.000;32.96247;-117.246303;3.0;91.9;40.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163851.081;20180524-163852.000;32.966806;-117.247943;3.0;91.9;81.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163851.583;20180524-163852.000;32.969946;-117.249122;3.0;91.9;33.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163852.101;20180524-163853.000;32.976412;-117.251559;3.0;91.9;75.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163852.584;20180524-163853.000;32.982291;-117.253769;3.0;91.9;27.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163853.100;20180524-163854.000;32.990486;-117.255618;3.0;91.9;71.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163853.602;20180524-163854.000;32.996963;-117.256631;3.0;91.9;13.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163854.088;20180524-163855.000;33.003374;-117.257838;3.0;91.7;89.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163854.587;20180524-163855.000;33.007273;-117.260915;3.0;91.7;43.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163855.092;20180524-163856.000;33.011149;-117.265309;3.0;91.7;77.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163855.592;20180524-163856.000;33.019152;-117.272506;3.0;91.7;44.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163856.096;20180524-163857.000;33.029704;-117.276847;3.0;91.7;74.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163856.607;20180524-163857.000;33.040297;-117.283959;3.0;91.7;35.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163857.108;20180524-163858.000;33.053455;-117.288561;3.0;91.7;62.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163857.612;20180524-163858.000;33.064439;-117.291299;3.0;91.7;33.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163858.113;20180524-163859.000;33.065002;-117.287101;3.0;89.3;54.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163858.612;20180524-163859.000;33.065022;-117.286268;3.0;89.3;358.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163859.095;20180524-163900.000;33.06521;-117.279579;3.0;80.6;38.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163859.596;20180524-163900.000;33.065776;-117.276623;3.0;80.6;2.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163900.095;20180524-163901.000;33.068472;-117.267222;3.0;71.6;38.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163900.597;20180524-163901.000;33.066942;-117.257192;3.0;71.6;347.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163901.117;20180524-163902.000;33.066368;-117.254805;3.0;64.1;25.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163901.598;20180524-163902.000;33.066562;-117.254937;3.0;64.1;348.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
